Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
bbc,,,2019-01-06 17:38:18,2019-01-06 17:38:20,1.579s,ERROR
,,,,,,
Test Cases/Bcc/BbcHomePageHeaders,,This test is to verify the headers of bbc homepage,2019-01-06 17:38:19,2019-01-06 17:38:20,0.896s,ERROR
openBrowser(baseUrl),,,2019-01-06 17:38:19,2019-01-06 17:38:20,0.033s,ERROR
