Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
bbc,,,2019-01-06 17:40:34,2019-01-06 17:40:36,1.690s,ERROR
,,,,,,
Test Cases/Bcc/BbcHomePageHeaders,,This test is to verify the headers of bbc homepage,2019-01-06 17:40:34,2019-01-06 17:40:35,0.886s,ERROR
openBrowser(baseUrl),,,2019-01-06 17:40:35,2019-01-06 17:40:35,0.039s,ERROR
