Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
bbc,,,2019-01-06 17:49:48,2019-01-06 17:49:50,1.404s,ERROR
,,,,,,
Test Cases/Bcc/BbcHomePageHeaders,,This test is to verify the headers of bbc homepage,2019-01-06 17:49:49,2019-01-06 17:49:50,0.797s,ERROR
openBrowser(baseUrl),,,2019-01-06 17:49:50,2019-01-06 17:49:50,0.022s,ERROR
