Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
bbc,,,2019-01-07 06:21:38,2019-01-07 06:21:39,1.400s,ERROR
,,,,,,
Test Cases/Bcc/BbcHomePageHeaders,,This test is to verify the headers of bbc homepage,2019-01-07 06:21:38,2019-01-07 06:21:39,0.701s,ERROR
openBrowser(baseUrl),,,2019-01-07 06:21:39,2019-01-07 06:21:39,0.035s,ERROR
